Pclass,Sex,Age,Fare,FamilySize,IsAlone,Embarked_C,Embarked_Q,Embarked_S,Survived
3,1,-0.322181974830988,-0.21115156333393834,0.7031624336026958,0,1,0,0,0
1,1,0.654785925731722,1.2114473326903592,0.07341192703021858,0,0,0,1,1
3,0,-0.5852117942132561,-0.36159296659291,0.07341192703021858,0,1,0,0,0
1,1,0.7299373026980843,-0.6625632269369692,-0.5563385795422586,1,0,0,1,0
1,0,0.12872628696718585,1.696087285749538,0.07341192703021858,0,1,0,0,1
3,1,-0.5476361057300749,-0.5059625756386891,-0.5563385795422586,1,0,0,1,0
3,1,-0.6979388596627996,-0.4975461859920073,-0.5563385795422586,1,0,0,1,0
1,0,-0.5476361057300749,2.493062332079938,-0.5563385795422586,1,0,0,1,1
3,0,-0.2470305978646257,-0.4990204076322475,-0.5563385795422586,1,0,0,1,1
3,0,-1.0736957444946111,-0.5121218236779976,-0.5563385795422586,1,1,0,0,1
3,1,0.20387766393354817,-0.3325291450470453,0.07341192703021858,0,0,0,1,0
1,0,0.05357491000082355,1.1385691442604076,-0.5563385795422586,1,0,0,1,1
2,0,0.3541804178662728,-0.18364941725442976,0.07341192703021858,0,0,0,1,1
3,0,-0.5852117942132561,-0.5011900954135049,-0.5563385795422586,1,0,1,0,1
3,1,-2.1258150220236836,-0.23414359066661056,1.3329129401751731,0,0,0,1,1
2,1,-0.09672784393190106,-0.38146164299287,-0.5563385795422586,1,0,0,1,0
1,0,0.05357491000082355,1.2843255211203108,-0.5563385795422586,1,0,0,1,1
3,1,-0.5476361057300749,-0.5116012651892122,-0.5563385795422586,1,0,0,1,0
3,0,-0.6227874826964372,0.053204695142913164,1.9626634467476503,0,0,0,1,0
2,1,0.5044831717989974,-0.3944756052125042,-0.5563385795422586,1,1,0,0,0
3,1,0.8050886796644466,-0.49815419830690855,-0.5563385795422586,1,0,0,1,0
2,1,-2.1258150220236836,0.10795079029149279,0.7031624336026958,0,1,0,0,1
3,1,0.8050886796644466,-0.33981696389004046,0.7031624336026958,0,0,1,0,0
3,0,-0.09672784393190106,-0.49815419830690855,-0.5563385795422586,1,0,0,1,0
2,0,0.8050886796644466,-0.3918728127685774,-0.5563385795422586,1,0,0,1,1
3,0,-0.5852117942132561,-0.5015378284840135,-0.5563385795422586,1,0,1,0,1
3,1,-0.17187922089826338,-0.49815419830690855,-0.5563385795422586,1,0,0,1,0
1,0,-0.3973333517973503,1.0689871321814448,-0.5563385795422586,1,1,0,0,1
2,0,-1.8252095141582343,-0.08474330438520963,1.3329129401751731,0,0,0,1,1
3,1,0.3541804178662728,-0.5273054736788892,-0.5563385795422586,1,0,0,1,0
1,0,-0.4724847287637126,1.696087285749538,0.07341192703021858,0,1,0,0,1
3,1,3.0972056771384975,-0.5011900954135049,-0.5563385795422586,1,0,1,0,0
3,0,-0.9233929905618865,-0.4975461859920073,3.222164459892605,0,0,0,1,1
1,0,-0.9985443675282488,0.5446993623824175,0.07341192703021858,0,1,0,0,1
3,1,-0.7730902366291619,-0.49268833417466223,-0.5563385795422586,1,0,0,1,0
3,1,-0.322181974830988,-0.5116012651892122,-0.5563385795422586,1,0,0,1,0
1,0,-0.322181974830988,2.493062332079938,1.3329129401751731,0,0,0,1,0
1,1,0.9553914335971713,0.4201984297365983,0.07341192703021858,0,0,0,1,0
3,1,-0.6227874826964372,-0.4975461859920073,-0.5563385795422586,1,0,0,1,0
3,1,-0.322181974830988,-0.49815419830690855,-0.5563385795422586,1,0,0,1,0
2,1,0.05357491000082355,-0.6625632269369692,-0.5563385795422586,1,0,0,1,0
1,0,-1.0736957444946111,3.7379779580101484,0.07341192703021858,0,0,0,1,1
3,1,1.180845564496258,-0.5173274085658514,-0.5563385795422586,1,0,0,1,0
3,1,-0.322181974830988,-0.24680981981573616,0.07341192703021858,0,0,0,1,0
3,1,-0.322181974830988,-0.5006695369247195,0.07341192703021858,0,0,0,1,1
1,1,0.2790290408999105,-0.5584515291798955,-0.5563385795422586,1,0,0,1,0
2,0,-0.09672784393190106,-0.3918728127685774,-0.5563385795422586,1,0,0,1,1
2,1,0.20387766393354817,0.8678787300920157,0.7031624336026958,0,0,0,1,0
1,1,-0.2470305978646257,-0.03789304039452642,-0.5563385795422586,1,1,0,0,1
3,1,0.5796345487653597,-0.4975461859920073,0.7031624336026958,0,0,0,1,0
1,0,1.5566024493280697,-0.06470180256697296,-0.5563385795422586,1,1,0,0,0
1,1,1.5566024493280697,1.5534542598223466,0.07341192703021858,0,1,0,0,0
3,0,-0.5852117942132561,-0.49312143883733167,-0.5563385795422586,1,0,1,0,0
2,1,0.3541804178662728,-0.22529409635725928,0.07341192703021858,0,0,0,1,0
3,0,-0.5852117942132561,-0.49849984914346207,-0.5563385795422586,1,0,1,0,1
1,0,0.4293317948326351,10.005329337567716,-0.5563385795422586,1,1,0,0,1
3,0,1.406299695395345,0.053204695142913164,1.9626634467476503,0,0,0,1,0
1,1,1.3311483184289827,0.13909684579249906,-0.5563385795422586,1,0,0,1,0
1,1,0.8050886796644466,-0.10973011184690733,-0.5563385795422586,1,0,0,1,1
